screen_position,doi,title,year,venue,type,language,url,coder_name,date_screened,E1,E2,note
1117,10.1016/j.neunet.2023.12.034,Instantaneous estimation of momentary affective responses using neurophysiological signals and a spatiotemporal emotional intensity regression network,2023,Neural Networks,article,en,https://doi.org/10.1016/j.neunet.2023.12.034,,,,,
1118,10.1109/access.2024.3460393,Learning Multiband-Temporal-Spatial EEG Representations of Emotions Using Lightweight Temporal Convolution and 3D Convolutional Neural Network,2024,IEEE Access,article,en,https://doi.org/10.1109/access.2024.3460393,,,,,
1119,10.1016/j.jneumeth.2024.110317,ST-SHAP: A hierarchical and explainable attention network for emotional EEG representation learning and decoding,2024,Journal of Neuroscience Methods,article,en,https://doi.org/10.1016/j.jneumeth.2024.110317,,,,,
1120,10.1109/access.2025.3525996,An Effective Deep Neural Network Architecture for EEG-Based Recognition of Emotions,2025,IEEE Access,article,en,https://doi.org/10.1109/access.2025.3525996,,,,,
1121,10.48550/arxiv.1904.13234,Automatic Emotion Recognition (AER) System based on Two-Level Ensemble of Lightweight Deep CNN Models,2019,arXiv (Cornell University),preprint,en,http://arxiv.org/abs/1904.13234,,,,,
1122,10.1109/tcss.2025.3602913,PhysioSync: Temporal and Cross-Modal Contrastive Learning Inspired by Physiological Synchronization for EEG-Based Emotion Recognition,2025,IEEE Transactions on Computational Social Systems,article,en,https://doi.org/10.1109/tcss.2025.3602913,,,,,
1123,10.1109/sist61657.2025.11139359,Improving Electroencephalography-Based Emotion Recognition via Transformer Networks for Subject-Independent Classification,2025,,conference-paper,en,https://doi.org/10.1109/sist61657.2025.11139359,,,,,
1124,10.1007/s00521-024-10821-y,Deep learning-based EEG emotion recognition: a comprehensive review,2024,Neural Computing and Applications,article,en,https://doi.org/10.1007/s00521-024-10821-y,,,,,
1125,10.3389/fnins.2020.00087,Latent Factor Decoding of Multi-Channel EEG for Emotion Recognition Through Autoencoder-Like Neural Networks,2020,Frontiers in Neuroscience,article,en,https://doi.org/10.3389/fnins.2020.00087,,,,,
1126,,Brain computer interface for analyzing emotions,2017,DR-NTU (Nanyang Technological University),report,en,,,,,,
1127,10.14419/ijet.v7i2.15.11373,Social spider optimisation algorithm for dimension reduction of electroencephalogram signals in human emotion recognition,2018,International Journal of Engineering & Technology,article,en,https://doi.org/10.14419/ijet.v7i2.15.11373,,,,,
1128,10.48550/arxiv.2409.07589,miMamba: EEG-based Emotion Recognition with Multi-scale Inverted Mamba Models,2024,arXiv (Cornell University),preprint,en,https://arxiv.org/abs/2409.07589,,,,,
1129,10.1109/ishc54333.2021.00038,Emotion Classification from Short-term EEG Signals in Deep Learning,2021,,conference-paper,en,https://doi.org/10.1109/ishc54333.2021.00038,,,,,
1130,10.1007/978-3-031-72120-5_26,Feature Fusion Based on Mutual-Cross-Attention Mechanism for EEG Emotion Recognition,2024,Lecture notes in computer science,conference-paper,en,https://doi.org/10.1007/978-3-031-72120-5_26,,,,,
1131,10.1007/s11517-022-02686-x,Subject-independent EEG emotion recognition with hybrid spatio-temporal GRU-Conv architecture,2022,Medical & Biological Engineering & Computing,article,en,https://doi.org/10.1007/s11517-022-02686-x,,,,,
1132,10.52783/jisem.v10i45s.9138,EEG Emotion Classification based on Valence and Arousal using DEAP Dataset,2025,Journal of Information Systems Engineering & Management,article,en,https://doi.org/10.52783/jisem.v10i45s.9138,,,,,
1133,10.1007/s13755-023-00224-z,PS-VTS: particle swarm with visit table strategy for automated emotion recognition with EEG signals,2023,Health Information Science and Systems,article,en,https://www.ncbi.nlm.nih.gov/pmc/articles/10160266,,,,,
1134,10.1109/bibm62325.2024.10822780,Cross-Subject Emotion Classification with Residual Pseudo-Label Distance-aware Dual-Classifier,2024,,conference-paper,en,https://doi.org/10.1109/bibm62325.2024.10822780,,,,,
1135,10.1016/j.neunet.2021.10.023,Minimum spanning tree based graph neural network for emotion classification using EEG,2021,Neural Networks,article,en,https://doi.org/10.1016/j.neunet.2021.10.023,,,,,
1136,10.1007/s11760-024-03360-5,Gated transformer network based EEG emotion recognition,2024,Signal Image and Video Processing,article,en,https://doi.org/10.1007/s11760-024-03360-5,,,,,
1137,10.1016/j.knosys.2022.108819,Horizontal and vertical features fusion network based on different brain regions for emotion recognition,2022,Knowledge-Based Systems,article,en,https://doi.org/10.1016/j.knosys.2022.108819,,,,,
1138,10.1007/s11227-025-07015-1,Self-attention-based 1DCNN model for multiclass EEG emotion classification,2025,The Journal of Supercomputing,article,en,https://doi.org/10.1007/s11227-025-07015-1,,,,,
1139,10.1109/bibm47256.2019.8983341,Variational Autoencoder based Latent Factor Decoding of Multichannel EEG for Emotion Recognition,2019,,conference-paper,en,https://doi.org/10.1109/bibm47256.2019.8983341,,,,,
1140,10.1038/s41598-022-18257-x,CNN-XGBoost fusion-based affective state recognition using EEG spectrogram image analysis,2022,Scientific Reports,article,en,https://doi.org/10.1038/s41598-022-18257-x,,,,,
1141,10.1109/taffc.2023.3288118,PR-PL: A Novel Prototypical Representation Based Pairwise Learning Framework for Emotion Recognition Using EEG Signals,2023,IEEE Transactions on Affective Computing,article,en,https://doi.org/10.1109/taffc.2023.3288118,,,,,
1142,10.1109/jas.2022.105515,Multi-Modal Domain Adaptation Variational Autoencoder for EEG-Based Emotion Recognition,2022,IEEE/CAA Journal of Automatica Sinica,article,en,https://doi.org/10.1109/jas.2022.105515,,,,,
1143,10.1109/icpr.2016.7899650,Employing subjects' information as privileged information for emotion recognition from EEG signals,2016,,conference-paper,en,https://doi.org/10.1109/icpr.2016.7899650,,,,,
1144,10.3390/math12081180,A Comprehensive Interaction in Multiscale Multichannel EEG Signals for Emotion Recognition,2024,Mathematics,article,en,https://doi.org/10.3390/math12081180,,,,,
1145,10.1109/embc.2019.8857248,EEG-based Emotion Detection Using Unsupervised Transfer Learning,2019,,conference-paper,en,https://doi.org/10.1109/embc.2019.8857248,,,,,
1146,10.1145/3700486.3700510,Research on two-dimensional convolution-based EEG emotion recognition methods,2024,,conference-paper,en,https://doi.org/10.1145/3700486.3700510,,,,,
1147,10.1186/s12993-018-0149-4,A novel approach to emotion recognition using local subset feature selection and modified Dempster-Shafer theory,2018,Behavioral and Brain Functions,article,en,https://doi.org/10.1186/s12993-018-0149-4,,,,,
1148,10.1109/icta60488.2023.10364288,An EEG Signal Processing System Design with Approximate Operations,2023,,conference-paper,en,https://doi.org/10.1109/icta60488.2023.10364288,,,,,
1149,10.1016/j.engappai.2024.108011,Electroencephalogram-based emotion recognition using factorization temporal separable convolution network,2024,Engineering Applications of Artificial Intelligence,article,en,https://doi.org/10.1016/j.engappai.2024.108011,,,,,
1150,10.1007/s11571-021-09735-5,Innovative Poincare’s plot asymmetry descriptors for EEG emotion recognition,2021,Cognitive Neurodynamics,article,en,https://www.ncbi.nlm.nih.gov/pmc/articles/9120274,,,,,
1151,10.1109/jsen.2025.3579632,A Novel Spatial Fractional-Domain Approach for Short Emotion-Evoked EEG Identity Recognition,2025,IEEE Sensors Journal,article,en,https://doi.org/10.1109/jsen.2025.3579632,,,,,
1152,10.1109/biosmart54244.2021.9677807,Multi-Task CNN model for emotion recognition from EEG Brain maps,2021,,conference-paper,en,https://doi.org/10.1109/biosmart54244.2021.9677807,,,,,
1153,10.1007/978-3-031-43993-3_38,Prior-Driven Dynamic Brain Networks for Multi-modal Emotion Recognition,2023,Lecture notes in computer science,conference-paper,en,https://doi.org/10.1007/978-3-031-43993-3_38,,,,,
1154,10.48550/arxiv.2201.03891,A Saliency based Feature Fusion Model for EEG Emotion Estimation,2022,arXiv (Cornell University),preprint,en,http://arxiv.org/abs/2201.03891,,,,,
1155,10.3389/fncom.2022.942979,E2ENNet: An end-to-end neural network for emotional brain-computer interface,2022,Frontiers in Computational Neuroscience,article,en,https://doi.org/10.3389/fncom.2022.942979,,,,,
1156,10.1109/iccds64403.2025.11209744,EEG-Based Emotion Detection: Exploring Brain Wave Patterns with Transformer Networks,2025,,conference-paper,,https://doi.org/10.1109/iccds64403.2025.11209744,,,,,
1157,10.1007/s11062-019-09775-y,Emotion Recognition from Physiological Signals Using Parallel Stacked Autoencoders,2018,Neurophysiology,article,en,https://doi.org/10.1007/s11062-019-09775-y,,,,,
1158,10.1109/taffc.2024.3433470,Semi-Supervised Dual-Stream Self-Attentive Adversarial Graph Contrastive Learning for Cross-Subject EEG-Based Emotion Recognition,2024,IEEE Transactions on Affective Computing,article,en,https://doi.org/10.1109/taffc.2024.3433470,,,,,
1159,10.1109/ic2e362166.2024.10826667,Discriminating Emotional Insights Using HHS Features of EEG Signals,2024,,conference-paper,en,https://doi.org/10.1109/ic2e362166.2024.10826667,,,,,
1160,10.1016/j.compbiomed.2021.104428,Automated accurate emotion recognition system using rhythm-specific deep convolutional neural network technique with multi-channel EEG signals,2021,Computers in Biology and Medicine,article,en,https://doi.org/10.1016/j.compbiomed.2021.104428,,,,,
1161,10.1016/j.inffus.2023.102156,Multi-view domain-adaptive representation learning for EEG-based emotion recognition,2023,Information Fusion,article,en,https://opus.bibliothek.uni-augsburg.de/opus4/frontdoor/index/index/docId/109640,,,,,
1162,10.3389/fnagi.2022.848511,Multi-Frequent Band Collaborative EEG Emotion Classification Method Based on Optimal Projection and Shared Dictionary Learning,2022,Frontiers in Aging Neuroscience,article,en,https://doi.org/10.3389/fnagi.2022.848511,,,,,
1163,10.1109/taffc.2025.3587443,miMamba: EEG-Based Emotion Recognition With Multi-Scale Inverted Mamba Models,2025,IEEE Transactions on Affective Computing,article,en,https://doi.org/10.1109/taffc.2025.3587443,,,,,
1164,10.1145/3728725.3728758,EEG Emotion Recognition Based on TQWT-features and Multiscale Convolution Superimposed Transformer,2025,,conference-paper,en,https://doi.org/10.1145/3728725.3728758,,,,,
1165,10.1109/bibm66473.2025.11356915,EEG Channel Selection Algorithm Based on Attention Mechanism for Emotion Recognition,2025,,conference-paper,,https://doi.org/10.1109/bibm66473.2025.11356915,,,,,
1166,10.1063/5.0258358,EEG-ConvoBLSTM: A novel hybrid model for efficient EEG signal classification,2025,Review of Scientific Instruments,article,en,https://doi.org/10.1063/5.0258358,,,,,
1167,10.1016/j.neucom.2020.12.098,NeuroSense: Short-term emotion recognition and understanding based on spiking neural network modelling of spatio-temporal EEG patterns,2021,Neurocomputing,article,en,https://doi.org/10.1016/j.neucom.2020.12.098,,,,,
1168,10.1088/2057-1976/ad43f1,Multi-scale 3D-CRU for EEG emotion recognition*,2024,Biomedical Physics & Engineering Express,article,en,https://doi.org/10.1088/2057-1976/ad43f1,,,,,
1169,10.1016/j.neunet.2025.107267,A novel deep learning model combining 3DCNN-CapsNet and hierarchical attention mechanism for EEG emotion recognition,2025,Neural Networks,article,en,https://doi.org/10.1016/j.neunet.2025.107267,,,,,
1170,10.1109/embc53108.2024.10782444,Dataset-Independent EEG Channel Selection for Emotion Recognition,2024,,conference-paper,en,https://doi.org/10.1109/embc53108.2024.10782444,,,,,
1171,10.28948/ngumuh.1469289,The Effects of Sensor and Feature Level Fusion Methods in Multimodal Emotion Analysis,2024,Ömer Halisdemir Üniversitesi Mühendislik Bilimleri Dergisi,article,en,https://doi.org/10.28948/ngumuh.1469289,,,,,
1172,10.1080/10255842.2025.2605574,DAVG-ViT: a domain-adaptive Vision Transformer with GA-BiLSTM for EEG emotion recognition,2025,Computer Methods in Biomechanics & Biomedical Engineering,article,en,https://doi.org/10.1080/10255842.2025.2605574,,,,,
1173,10.1007/978-981-10-7641-1_10,Emotional State Recognition with EEG Signals Using Subject Independent Approach,2018,Lecture notes on data engineering and communications technologies,conference-paper,en,https://doi.org/10.1007/978-981-10-7641-1_10,,,,,
1174,10.1016/j.knosys.2025.113238,Multi-modal supervised domain adaptation with a multi-level alignment strategy and consistent decision boundaries for cross-subject emotion recognition from EEG and eye movement signals,2025,Knowledge-Based Systems,article,en,https://doi.org/10.1016/j.knosys.2025.113238,,,,,
1175,,Cognitive Inference based Feature Pyramid Network for Sentimental Analysis using EEG Signals,2025,arXiv (Cornell University),preprint,,http://arxiv.org/abs/2512.18346,,,,,
1176,10.11591/ijai.v13.i4.pp4263-4272,Improving baseline reduction for emotion recognition based on electroencephalogram signals,2024,IAES International Journal of Artificial Intelligence,article,en,https://doi.org/10.11591/ijai.v13.i4.pp4263-4272,,,,,
1177,10.1109/icce-asia59966.2023.10326369,Attention-Temporal Convolutional Networks for EEG-based Emotion Recognition,2023,,conference-paper,en,https://doi.org/10.1109/icce-asia59966.2023.10326369,,,,,
1178,10.1109/icmlc.2016.7860909,A comparison study on the relationship between the selection of EEG electrode channels and frequency bands used in classification for emotion recognition,2016,,conference-paper,en,https://doi.org/10.1109/icmlc.2016.7860909,,,,,
1179,10.1109/icassp48485.2024.10447740,A Supervised Information Enhanced Multi-Granularity Contrastive Learning Framework for EEG Based Emotion Recognition,2024,,conference-paper,en,https://doi.org/10.1109/icassp48485.2024.10447740,,,,,
1180,10.1155/2021/9725762,EEG Analysis with Wavelet Transform under Music Perception Stimulation,2021,Journal of Healthcare Engineering,article,en,https://doi.org/10.1155/2021/9725762,,,,,
1181,10.1109/bibm58861.2023.10385434,EEG-MLP: An all-MLP Architecture for EEG Emotion Recognition,2023,,conference-paper,en,https://doi.org/10.1109/bibm58861.2023.10385434,,,,,
1182,10.1007/s10489-021-03070-2,EEG emotion recognition using multichannel weighted multiscale permutation entropy,2022,Applied Intelligence,article,en,https://doi.org/10.1007/s10489-021-03070-2,,,,,
1183,10.48550/arxiv.2305.18234,Temporal Aware Mixed Attention-based Convolution and Transformer Network (MACTN) for EEG Emotion Recognition,2023,arXiv (Cornell University),preprint,en,http://arxiv.org/abs/2305.18234,,,,,
1184,10.1109/jsen.2022.3144317,Transformers for EEG-Based Emotion Recognition: A Hierarchical Spatial Information Learning Model,2022,IEEE Sensors Journal,article,en,https://doi.org/10.1109/jsen.2022.3144317,,,,,
1185,10.1007/978-3-031-10986-7_52,EEG Emotion Classification Using 2D-3DCNN,2022,Lecture notes in computer science,conference-paper,en,https://doi.org/10.1007/978-3-031-10986-7_52,,,,,
1186,10.24846/v29i3y202007,Recursive Identification Based on OS-ELM for Emotion Recognition and Prediction of Difficulties in Video Game,2020,Studies in Informatics and Control,article,en,https://doi.org/10.24846/v29i3y202007,,,,,
1187,10.62341/amam2098,Adaptive HCI Systems with GRU-Based User Emotion Recognition and Response Prediction,2024,International Science and Technology Journal,article,en,http://dx.doi.org/10.62341/amam2098,,,,,
1188,10.48550/arxiv.2112.12380,Temporal Analysis of Functional Brain Connectivity for EEG-based Emotion Recognition,2021,arXiv (Cornell University),preprint,en,http://arxiv.org/abs/2112.12380,,,,,
1189,10.1007/s00521-024-10469-8,An improved graph convolutional neural network for EEG emotion recognition,2024,Neural Computing and Applications,article,en,https://doi.org/10.1007/s00521-024-10469-8,,,,,
1190,10.18280/ts.410428,Enhancement of Hybrid Deep Neural Network Using Activation Function for EEG Based Emotion Recognition,2024,Traitement du signal,article,en,https://doi.org/10.18280/ts.410428,,,,,
1191,10.1109/icassp48485.2024.10446957,Cross-Subject EEG Emotion Recognition Based on Interconnected Dynamic Domain Adaptation,2024,,conference-paper,en,https://doi.org/10.1109/icassp48485.2024.10446957,,,,,
1192,10.1109/access.2025.3540436,Adversarial Domain Adaptation-Based EEG Emotion Transfer Recognition,2025,IEEE Access,article,en,https://doi.org/10.1109/access.2025.3540436,,,,,
1193,10.1109/taffc.2025.3601809,EEG Coupled Scale-Invariant Dynamics for Emotion Recognition: A Domain Adaptation Approach,2025,IEEE Transactions on Affective Computing,article,en,https://doi.org/10.1109/taffc.2025.3601809,,,,,
